"Time (s)","Sound pressure level (dB)"
7.078847867E1,NaN
7.088978183E1,-4.712151319E1
7.099636883E1,-5.692127906E1
7.110229383E1,-4.635256745E1
7.120830079E1,-3.814470046E1
7.131002217E1,-3.401209428E1
7.141528608E1,-3.363031558E1
7.152000667E1,-4.343045242E1
7.162286762E1,-3.690511814E1
7.172712900E1,-3.770005678E1
7.183226729E1,-4.204178427E1
7.193436842E1,-3.939749383E1
7.204013054E1,-4.152260565E1
7.214649529E1,-4.561539777E1
7.225020392E1,-3.635397112E1
7.235521271E1,-3.957764849E1
7.246191867E1,-5.372663581E1
7.256593950E1,-4.516054993E1
7.266804504E1,-3.875670160E1
7.277498658E1,-3.739754474E1
7.288188196E1,-4.173652248E1
7.298867317E1,-4.511183329E1
7.309055933E1,-4.753957207E1
7.319496283E1,-4.216643264E1
7.329969654E1,-4.498565580E1
7.340181433E1,-5.283625149E1
7.350846854E1,-6.145319553E1
7.361521146E1,-7.257376835E1
7.371795033E1,-7.208825910E1
7.382283617E1,-6.739070218E1
7.392713825E1,-5.846537149E1
7.403348125E1,-7.111015391E1
7.414017037E1,-6.318616156E1
7.424690054E1,-6.534769642E1
7.435231658E1,-6.637967671E1
7.445520854E1,-6.619611568E1
7.456191367E1,-6.351891615E1
7.466702996E1,-6.804786126E1
7.477382346E1,-7.017938898E1
7.488054017E1,-7.090835737E1
7.498607771E1,-6.628291123E1
7.508855392E1,-7.084842051E1
7.519388367E1,-6.807668627E1
7.529890887E1,-6.683504481E1
7.540161371E1,-6.416074065E1
7.550823492E1,-4.222912909E1
7.561304258E1,-4.332505467E1
7.571767962E1,-4.167718208E1
7.582290696E1,-5.726677581E1
7.592706258E1,-6.521075162E1
7.603376987E1,-6.825735970E1
7.614003987E1,-7.072592505E1
7.624645142E1,-7.146220607E1
7.635163137E1,-7.002713265E1
7.645520371E1,-6.443769999E1
7.656192575E1,-6.136050957E1
7.666868862E1,-6.170563268E1
7.677079396E1,-6.292433666E1
7.687754533E1,-6.800220227E1
7.698425683E1,-3.877310001E1
7.708774533E1,-4.079361620E1
7.719169308E1,NaN
7.729749604E1,-4.339135593E1
7.740242554E1,-5.059115306E1
7.750905742E1,-3.984385035E1
7.761575133E1,-3.861428349E1
7.771935562E1,-3.767555453E1
7.782285354E1,-3.853933136E1
7.792712500E1,-3.762303266E1
7.803308825E1,-4.176150523E1
7.813831417E1,-6.005428263E1
7.824009983E1,-5.076549603E1
7.834677108E1,-4.425743558E1
7.845318621E1,-4.238316781E1
7.855943433E1,-3.775041757E1
7.866614708E1,-4.403533148E1
7.877019408E1,-4.424900964E1
7.887210162E1,-3.485963669E1
7.897885250E1,-3.275870358E1
7.908561037E1,-5.383524338E1
7.918851646E1,-4.431534673E1
7.929522354E1,-3.961297830E1
7.940191458E1,-3.589251206E1
7.950388492E1,-4.671891151E1
7.960594329E1,-6.298593563E1
7.971263771E1,-6.162124208E1
7.981796454E1,-6.741462791E1
7.992281012E1,-6.719210186E1
8.002707321E1,-6.682009420E1
8.013370992E1,-6.962760640E1
8.023988412E1,-6.339289162E1
8.034661567E1,-6.530460560E1
8.044975896E1,-6.771640172E1
8.055520250E1,-7.010656123E1
8.066195829E1,-6.942837584E1
8.076859512E1,-6.537856968E1
8.087332717E1,-6.772690081E1
8.098009754E1,-7.014652452E1
8.108662487E1,-6.789428927E1
8.119030017E1,-7.196580435E1
8.129698312E1,-7.289943420E1
8.140236842E1,-6.737113313E1
8.150710275E1,-6.144708137E1
8.161384329E1,-4.194120268E1
8.171795567E1,-4.484274169E1
8.182283375E1,-4.538912509E1
8.192711162E1,-5.051748573E1
8.203388367E1,-7.077920385E1
8.214012692E1,-6.144754700E1
8.224688092E1,-5.668447138E1
8.235028775E1,-5.837472218E1
8.245580387E1,-6.489657643E1
8.255771942E1,-6.042057058E1
8.266455079E1,-3.922315053E1
8.277122329E1,-3.730192100E1
8.287452175E1,-3.476305242E1
8.298121146E1,-2.898738335E1
8.308787929E1,-3.811207380E1
8.319127725E1,-3.958453082E1
8.329798404E1,-3.747137436E1
8.340235383E1,-4.987258106E1
8.350808179E1,-3.804015034E1
8.361297262E1,-4.321916587E1
8.371791717E1,-4.228741172E1
8.382293133E1,-4.171873609E1
8.392707692E1,-4.175233507E1
8.403379617E1,-4.239869820E1
8.413974875E1,-4.432607048E1
8.424641746E1,-4.152485751E1
8.435023358E1,-3.806575419E1
8.445655162E1,-4.162360199E1
8.455861750E1,-4.829529282E1
8.466534217E1,-4.685311575E1
8.477198967E1,-3.480040543E1
8.487552354E1,-4.213901244E1
8.498225750E1,-4.040338246E1
8.508856625E1,-4.741573579E1
8.519225583E1,-5.335408375E1
8.529889058E1,-4.521062798E1
8.540236192E1,-4.144020220E1
8.550705283E1,-3.020919008E1
8.560917587E1,-3.770058744E1
8.571595817E1,-3.657544496E1
8.581792817E1,-3.058975300E1
8.592394825E1,-3.431200368E1
8.602707454E1,-5.074028849E1
8.613373292E1,-4.372082371E1
8.624013271E1,-4.564727108E1
8.634287846E1,-4.547960038E1
8.644945267E1,-4.491398786E1
8.655517900E1,-4.625031643E1
8.665970867E1,-4.693869187E1
8.676645696E1,-4.767288576E1
